"Year","Make","Model","Used_Certified","Price","ConsumerRating","ConsumerReviews","SellerType","State","DealType","ComfortRating","ReliabilityRating","MinMPG","MaxMPG","FuelType","Mileage"
"2021","Chevrolet","Tahoe LT","Used","69998","4.5","37","Dealer","WI","Good","4.6","4.3","16","20","Gasoline","10422"
"2020","Kia","Telluride SX","Used","47988","4.8","211","Dealer","WI","Good","4.9","4.9","19","24","Gasoline","36742"
"2019","BMW","330 i xDrive","Used","39591","4.9","30","Dealer","IL","Good","4.9","4.9","25","34","Gasoline","13808"
"2019","Mercedes-Benz","A-Class A 220 4MATIC","Used","32975","4.5","36","Dealer","IL","Good","4.6","4.3","24","34","Gasoline","48904"
"2021","Volvo","XC90 T6 Momentum 7 Passenger","Certified","55998","5","21","Dealer","IL","Good","5","5","19","28","Gasoline","9224"
"2019","Lexus","RX 350 350","Used","49998","4.8","102","Dealer","IL","Good","4.8","4.8","19","26","Gasoline","22536"
"2019","Cadillac","XT5 Luxury","Used","41995","4.6","94","Dealer","IL","Good","4.8","4.5","19","26","Gasoline","15626"
"2021","Cadillac","Escalade Sport","Used","109668","2.9","19","Dealer","IL","NA","3.5","2.1","14","19","Gasoline","17208"
"2017","BMW","430 i","Used","28996","4.9","13","Dealer","GA","Good","5","4.8","23","34","Gasoline","46076"
"2020","Lexus","GX 460 Base","Used","53906","4.9","22","Dealer","GA","Great","5","5","15","19","Gasoline","38178"
"2020","Cadillac","XT6 Premium Luxury AWD","Used","50000","4.6","51","Dealer","MI","Great","4.6","4.5","17","24","Gasoline","11850"
"2020","Alfa","Romeo Giulia Base","Used","33439","4.9","11","Dealer","SC","Good","5","4.6","24","33","Gasoline","17939"
"2021","Jeep","Wrangler Unlimited Rubicon","Used","53883","4.9","46","Dealer","NC","Great","4.9","4.8","17","23","Gasoline","13362"
"2017","Toyota","Highlander LE","Used","28500","4.8","348","Dealer","NC","Good","4.9","4.8","20","24","Gasoline","61861"
"2020","Honda","Civic LX","Used","24442","4.9","169","Dealer","FL","Good","4.8","4.9","30","38","Gasoline","19407"
"2020","Lexus","RX 350","Used","44429","4.8","76","Dealer","SC","Good","4.9","4.9","20","27","Gasoline","39176"
"2019","Honda","Passport EX-L","Used","33457","4.7","102","Dealer","FL","Good","4.8","4.8","20","25","Gasoline","31963"
"2017","Lexus","LX 570 Base","Used","66850","4.5","19","Dealer","VA","Good","4.6","4.8","13","18","Gasoline","53375"
"2019","INFINITI","QX50 ESSENTIAL","Used","35998","4.7","87","Dealer","MD","Great","4.9","4.7","24","30","Gasoline","23322"
"2017","BMW","750 i xDrive","Used","44998","4.6","8","Dealer","MD","Fair","4.9","4.5","16","25","Gasoline","53871"
"2018","Honda","Accord EX","Used","27900","4.8","652","Dealer","MD","Good","4.8","4.8","30","38","Gasoline","19957"
"2017","BMW","X5 xDrive35i","Used","32488","4.7","77","Dealer","MD","Good","4.8","4.7","18","24","Gasoline","66215"
"2021","Alfa","Romeo Stelvio Base","Used","41957","4.8","8","Dealer","FL","Good","4.6","5","22","29","Gasoline","12596"
"2021","RAM","1500 Big Horn","Used","40789","4.8","92","Dealer","PA","Great","4.9","4.8","19","24","Gasoline","31106"
"2020","Kia","Sportage LX","Used","25999","4.8","174","Dealer","FL","Good","4.8","4.9","23","30","Gasoline","20071"
"2019","Lincoln","Nautilus Reserve","Used","44500","4.7","97","Dealer","PA","Good","4.9","4.7","20","25","Gasoline","23687"
"2020","Land","Rover Range Rover Velar S R-Dynamic","Used","61989","4.3","13","Dealer","PA","Great","4.2","4.2","21","27","Gasoline","21501"
"2021","Lexus","RX 350 Base","Used","53980","4.8","56","Dealer","NJ","Good","4.8","4.8","19","26","Gasoline","14989"
"2019","Mercedes-Benz","C-Class C 300 4MATIC","Certified","39556","4.8","40","Dealer","NJ","Good","4.8","4.7","22","33","Gasoline","14760"
"2017","BMW","M2 Base","Used","50710","4.9","18","Dealer","NJ","Good","4.7","5","18","26","Gasoline","16189"
"2021","Audi","Q7 45 Premium","Used","59790","4.7","12","Dealer","NY","Good","4.9","4.3","19","23","Gasoline","11647"
"2019","Volkswagen","Atlas 3.6L SE w/Technology","Used","35995","4.5","132","Dealer","NY","Good","4.7","4.4","17","23","Gasoline","18229"
"2018","Audi","Q5 2.0T Tech Premium","Used","38898","4.7","181","Dealer","NY","Fair","4.7","4.6","23","27","Gasoline","18245"
"2019","Honda","Pilot EX-L","Used","29992","4.8","223","Dealer","NY","Good","4.9","4.8","18","26","Gasoline","83644"
"2020","RAM","1500 Laramie","Used","45594","4.8","201","Dealer","NY","Great","4.9","4.7","19","24","Gasoline","48614"
"2019","Honda","CR-V EX-L","Certified","31392","4.8","540","Dealer","MA","Good","4.8","4.8","27","33","Gasoline","36432"
"2021","Chevrolet","Tahoe RST","Used","70883","4.5","37","Dealer","MA","Good","4.6","4.3","16","20","Gasoline","25168"
"2019","Nissan","Rogue S","Used","24487","4.7","255","Dealer","MA","Good","4.8","4.7","25","32","Gasoline","19989"
"2020","INFINITI","QX60 Pure","Used","31260","4.8","39","Dealer","MA","Great","4.9","4.9","19","26","Gasoline","47121"
"2019","Volkswagen","Tiguan 2.0T SE","Used","28000","4.5","136","Dealer","CA","Good","4.6","4.5","22","29","Gasoline","14480"
"2017","Audi","Q7 3.0T Premium Plus","Used","33398","4.7","72","Dealer","CA","Good","4.9","4.6","19","25","Gasoline","58962"
"2019","Mercedes-Benz","CLA 250 Base","Used","32981","4.1","17","Dealer","CA","Good","3.9","4.3","24","37","Gasoline","16620"
"2019","Mercedes-Benz","CLA 250 Base","Used","29999","4.1","17","Dealer","CA","Great","3.9","4.3","24","37","Gasoline","27281"
"2019","Mercedes-Benz","CLA 250 Base","Used","31998","4.1","17","Dealer","NV","Good","3.9","4.3","24","37","Gasoline","30689"
"2019","Mercedes-Benz","C-Class C 300","Used","36000","4.8","40","Dealer","NV","Good","4.8","4.7","23","34","Gasoline","21511"
"2019","Mercedes-Benz","AMG GLE 43 4MATIC Coupe","Used","68990","5","10","Dealer","CA","Good","5","5","17","22","Gasoline","25460"
"2019","BMW","X3 xDrive30i","Certified","39940","4.7","99","Dealer","CA","Good","4.7","4.6","22","29","Gasoline","16480"
"2020","GMC","Terrain SLE","Used","28019","4.7","79","Dealer","CA","Great","4.8","4.6","26","30","Gasoline","18753"
"2020","Toyota","Camry XSE","Used","33893","4.8","142","Dealer","AZ","Good","4.7","4.8","27","38","Gasoline","43977"
"2018","Ford","Edge Titanium","Used","26995","4.8","232","Dealer","AZ","Fair","4.9","4.8","20","29","Gasoline","73462"
"2019","Honda","CR-V EX-L","Certified","32523","4.8","540","Dealer","CO","Good","4.8","4.8","27","33","Gasoline","39924"
"2019","Subaru","Crosstrek 2.0i Premium","Used","29129","4.7","205","Dealer","CO","Good","4.7","4.8","27","33","Gasoline","13548"
"2019","BMW","X5 xDrive40i","Certified","60962","4.7","55","Dealer","TX","Fair","5","4.6","20","26","Gasoline","19913"
"2021","Volvo","XC60 T5 Inscription","Used","52725","4.9","26","Dealer","TX","Good","5","4.8","22","29","Gasoline","7437"
"2020","Kia","Sorento S","Used","29898","4.7","76","Dealer","TX","Good","4.8","4.7","19","26","Gasoline","49780"
"2020","Lexus","RX 350 Base","Used","49998","4.8","76","Dealer","TX","Good","4.9","4.9","20","27","Gasoline","18585"
"2019","INFINITI","QX50 ESSENTIAL","Certified","36500","4.7","87","Dealer","TX","Good","4.9","4.7","24","31","Gasoline","40030"
"2019","INFINITI","Q50 3.0t Red Sport 400","Certified","43529","4.7","32","Dealer","TX","Fair","4.7","4.7","20","26","Gasoline","19304"
"2020","BMW","750 i xDrive","Certified","80997","5","3","Dealer","TX","Good","5","5","17","25","Gasoline","22441"
"2021","GMC","Yukon Denali","Used","87887","4","24","Dealer","TX","Good","4.3","3.5","14","19","Gasoline","10959"
"2020","Toyota","4Runner SR5 4WD","Used","41504","4.8","84","Dealer","TX","Great","4.8","4.9","16","19","Gasoline","40306"
"2019","Ford","Edge ST","Certified","34991","4.7","193","Dealer","TX","Good","4.8","4.7","19","26","Gasoline","48775"
"2019","GMC","Yukon Denali","Used","60998","4.7","19","Dealer","SD","Good","4.7","4.7","14","22","Gasoline","49558"
"2018","Hyundai","Elantra SEL","Used","15500","4.8","504","Dealer","KS","Great","4.7","4.8","28","37","Gasoline","51503"
"2020","Land","Rover Range Rover Evoque S","Used","44995","4.1","16","Dealer","TX","Good","4.6","3.5","20","27","Gasoline","19590"
"2018","Toyota","Highlander Limited","Used","31983","4.8","419","Dealer","TX","Good","4.8","4.8","21","27","Gasoline","84179"
"2018","Toyota","Camry SE","Used","28000","4.7","781","Dealer","ND","Good","4.7","4.8","28","39","Gasoline","42615"
"2019","Subaru","Outback 2.5i Limited","Used","28941","4.7","262","Dealer","TX","Good","4.8","4.7","25","32","Gasoline","48395"
"2020","BMW","X7 xDrive40i","Used","75596","4.9","22","Dealer","MO","Good","5","4.9","20","25","Gasoline","33042"
"2019","Lincoln","Nautilus Reserve","Used","42576","4.7","97","Dealer","MO","Great","4.9","4.7","20","25","Gasoline","25560"
"2018","INFINITI","Q50 3.0t LUXE","Used","26566","4.7","78","Dealer","IL","Great","4.7","4.8","19","27","Gasoline","49291"
"2018","Nissan","Rogue SL","Used","24995","4.7","415","Dealer","LA","Good","4.7","4.7","26","33","Gasoline","60199"
"2020","Alfa","Romeo Giulia Base","Used","37000","4.9","11","Dealer","IL","Good","5","4.6","23","31","Gasoline","12565"
"2021","RAM","1500 Limited","Used","59959","4.8","92","Dealer","IL","Good","4.9","4.8","15","21","Gasoline","22292"
"2019","INFINITI","QX60 Luxe","Used","39718","4.6","56","Dealer","IL","Good","4.8","4.6","19","26","Gasoline","34477"
"2019","Land","Rover Range Rover Velar P250 SE R-Dynamic","Used","57697","3.5","15","Dealer","IL","Fair","3.7","2.9","21","27","Gasoline","39388"
"2019","Jeep","Grand Cherokee Limited","Used","37477","4.8","224","Dealer","IN","Great","4.9","4.8","18","25","Gasoline","25633"
"2019","Ford","Edge SEL","Used","28991","4.7","193","Dealer","IN","Great","4.8","4.7","21","28","Gasoline","43414"
"2019","Kia","Sorento LX","Used","21916","4.7","256","Dealer","OH","Good","4.8","4.8","22","29","Gasoline","84775"
"2019","Volvo","XC60 T5 Momentum","Certified","38395","4.9","82","Dealer","GA","Fair","5","4.9","22","29","Gasoline","35306"
"2020","Lexus","RX 350 Base","Used","49987","4.8","76","Dealer","GA","Good","4.9","4.9","20","27","Gasoline","12287"
"2021","Lexus","RX 350 Base","Used","52922","4.8","56","Dealer","GA","Good","4.8","4.8","20","27","Gasoline","14353"
"2019","Chevrolet","Equinox 2LT","Used","23980","4.5","415","Dealer","MI","Good","4.6","4.5","26","32","Gasoline","12330"
"2019","Jeep","Grand Cherokee Limited","Used","32837","4.8","224","Dealer","MI","Great","4.9","4.8","18","25","Gasoline","44957"
"2017","BMW","X1 xDrive 28i","Used","30000","4.7","70","Dealer","GA","Fair","4.6","4.7","22","31","Gasoline","37592"
"2018","BMW","M2 Base","Used","52180","4.9","16","Dealer","SC","Fair","4.6","5","18","26","Gasoline","33546"
"2018","Ford","Escape SE","Used","19139","4.7","578","Dealer","NC","Great","4.8","4.8","23","30","Gasoline","46452"
"2021","Toyota","Highlander Limited","Used","48980","4.9","93","Dealer","FL","Good","4.9","4.9","21","29","Gasoline","14221"
"2021","GMC","Sierra 1500 Denali","Used","72950","4.2","43","Dealer","NC","Good","4.4","3.9","16","22","Diesel","15586"
"2018","Mercedes-Benz","C-Class C 300","Used","29995","4.8","66","Dealer","FL","Fair","4.8","4.8","24","33","Gasoline","52000"
"2020","Toyota","Highlander XLE","Used","36498","4.6","102","Dealer","FL","Good","4.6","4.8","21","29","Gasoline","45601"
"2020","Nissan","Rogue SV","Used","26999","4.8","133","Dealer","NY","Good","4.9","4.8","25","32","Gasoline","16427"
"2020","BMW","X7 xDrive40i","Used","73700","4.9","22","Dealer","VA","Good","5","4.9","20","25","Gasoline","15903"
"2019","Lincoln","MKZ Hybrid Reserve I","Used","31500","4.9","7","Dealer","VA","Great","4.9","5","42","39","Hybrid","31792"
"2020","Lexus","RX 350 Base","Used","47750","4.8","76","Dealer","MD","Great","4.9","4.9","19","26","Gasoline","13845"
"2019","Land","Rover Range Rover Sport 3.0L Supercharged HSE","Used","62990","4.7","11","Dealer","MD","Great","4.7","4.6","17","23","Gasoline","40234"
"2018","BMW","X5 xDrive35i","Used","30888","4.8","66","Dealer","VA","Good","4.8","4.8","18","24","Gasoline","94264"
"2021","BMW","X3 sDrive30i","Certified","46500","4.7","29","Dealer","FL","Good","4.8","4.6","25","29","Gasoline","12721"
"2020","Chrysler","Pacifica Limited","Used","32485","4.8","59","Dealer","MD","Great","4.9","4.7","19","28","Gasoline","47589"
"2017","Jeep","Grand Cherokee Summit","Used","36000","4.8","334","Dealer","MD","Great","4.8","4.8","18","25","Gasoline","24237"
"2018","Ford","Edge Sport","Used","28947","4.8","232","Dealer","MD","Great","4.9","4.8","17","24","Gasoline","48640"
"2018","Audi","Q7 3.0T Premium Plus","Used","43895","4.7","63","Dealer","MD","Good","4.9","4.7","19","25","Gasoline","30827"
"2021","Lexus","GX 460 Base","Used","53490","4.6","8","Dealer","FL","Good","4.9","4.9","15","19","Gasoline","16061"
"2020","Toyota","Camry LE","Certified","32000","4.8","142","Dealer","MD","Good","4.7","4.8","25","34","Gasoline","16188"
"2017","Toyota","Corolla LE","Used","13899","4.7","381","Dealer","FL","Great","4.7","4.8","28","36","Gasoline","54898"
"2020","Mercedes-Benz","C-Class C 300 4MATIC","Certified","42904","4.5","13","Dealer","PA","Good","4.8","4.1","23","33","Gasoline","15447"
"2018","Ford","Explorer XLT","Used","37500","4.8","265","Dealer","PA","Good","4.9","4.8","16","22","Gasoline","34563"
"2019","Mazda","CX-5 Grand Touring","Used","30999","4.8","230","Dealer","PA","Great","4.8","4.8","24","30","Gasoline","14189"
"2020","Land","Rover Defender 110 SE","Used","81512","4.1","6","Dealer","NJ","Fair","4.3","3.7","17","22","Gasoline","16444"
"2019","Honda","CR-V EX-L","Certified","33980","4.8","540","Dealer","NJ","Good","4.8","4.8","27","33","Gasoline","14633"
"2019","BMW","X4 xDrive30i","Used","44895","4.6","21","Dealer","NJ","Good","4.6","4.5","22","29","Gasoline","19152"
"2019","Mercedes-Benz","AMG C 43 Base 4MATIC","Used","50555","4.9","5","Dealer","NJ","Good","4.8","4.6","19","27","Gasoline","34505"
"2020","Kia","Sportage LX","Used","26000","4.8","174","Dealer","NY","Good","4.8","4.9","23","30","Gasoline","21031"
"2019","Dodge","Durango GT Plus","Used","32995","4.7","61","Dealer","NY","Great","4.8","4.6","18","25","Gasoline","25242"
"2019","Volvo","XC90 T6 Momentum","Used","44885","4.7","69","Dealer","NY","Great","4.9","4.6","19","26","Gasoline","20869"
"2020","Toyota","Corolla LE","Used","21909","4.7","233","Dealer","MA","Good","4.7","4.8","30","38","Gasoline","45175"
"2019","BMW","330 i xDrive","Certified","38778","4.9","30","Dealer","NH","Good","4.9","4.9","25","34","Gasoline","30871"
"2019","Mercedes-Benz","C-Class C 300 4MATIC","Used","52998","4.8","40","Dealer","MA","Fair","4.8","4.7","21","29","Gasoline","45520"
"2019","BMW","X5 xDrive40i","Certified","53987","4.7","55","Dealer","MA","Fair","5","4.6","20","26","Gasoline","48064"
"2019","Subaru","Forester Premium","Used","28250","4.7","279","Dealer","MA","Good","4.8","4.8","26","33","Gasoline","30157"
"2019","Jeep","Cherokee Limited","Used","28998","4.6","568","Dealer","MA","Great","4.8","4.6","19","27","Gasoline","47328"
"2020","INFINITI","Q50 3.0t Sport","Certified","39995","4.8","19","Dealer","CA","Great","4.8","4.9","20","29","Gasoline","17921"
"2020","Honda","Civic LX","Used","23998","4.9","169","Dealer","CA","Great","4.8","4.9","30","38","Gasoline","19587"
"2020","BMW","X5 sDrive40i","Certified","52498","4.7","53","Dealer","CA","Good","4.8","4.7","21","26","Gasoline","21386"
"2020","Kia","Sorento LX","Used","24450","4.7","76","Dealer","CA","Great","4.8","4.7","18","24","Gasoline","60744"
"2020","Volkswagen","Tiguan 2.0T SE","Used","28998","4.7","59","Dealer","CA","Great","4.8","4.8","20","27","Gasoline","18916"
"2020","Volkswagen","Tiguan 2.0T SE","Used","27980","4.7","59","Dealer","NV","Great","4.8","4.8","22","29","Gasoline","17327"
"2018","Chrysler","300 Limited","Used","24898","4.8","119","Dealer","CA","Good","4.9","4.8","18","27","Gasoline","64063"
"2021","Tesla","Model Y Long Range","Used","65869","4","15","Dealer","CA","Great","4.1","3.8","131","117","Electric","57476"
"2020","Acura","RDX Technology Package","Used","40998","4.6","96","Dealer","CA","Good","4.8","4.6","21","27","Gasoline","18820"
"2018","Tesla","Model S 100D","Used","69950","4.8","13","Dealer","CA","Good","4.9","4.9","101","102","Electric","32509"
"2019","Ford","Explorer XLT","Used","34189","4.8","110","Dealer","UT","Good","4.8","4.8","16","22","Gasoline","39671"
"2019","Jeep","Grand Cherokee Limited","Used","37999","4.8","224","Dealer","CO","Great","4.9","4.8","18","25","Gasoline","19724"
"2019","Subaru","Forester Premium","Certified","30873","4.7","279","Dealer","CO","Good","4.8","4.8","26","33","Gasoline","39346"
"2019","Land","Rover Range Rover 5.0L V8 Supercharged","Used","109900","4.5","16","Dealer","WA","NA","4.7","4.4","16","21","Gasoline","39004"
"2018","Mercedes-Benz","C-Class C 300","Used","32555","4.8","66","Dealer","TX","Good","4.8","4.8","24","33","Gasoline","55853"
"2018","Chevrolet","Silverado 1500 1LT","Used","42255","4.6","349","Dealer","TX","Fair","4.7","4.6","18","24","Gasoline","21641"
"2020","Ford","F-150 Platinum","Used","57595","4.8","219","Dealer","KS","Good","4.9","4.8","15","21","Gasoline","52878"
"2018","Ford","Explorer XLT","Used","31419","4.8","265","Dealer","KS","Good","4.9","4.8","17","24","Gasoline","48033"
"2020","Cadillac","Escalade Platinum","Used","77900","5","9","Dealer","TX","Good","5","5","14","21","Gasoline","31241"
"2019","Land","Rover Discovery HSE LUXURY","Used","56950","3.4","4","Dealer","TX","Good","4.2","2.8","16","21","Gasoline","45089"
"2017","Toyota","Highlander Limited","Used","30901","4.8","348","Dealer","TX","Good","4.9","4.8","20","26","Gasoline","88774"
"2019","Porsche","Cayenne Base","Used","63000","4.7","24","Dealer","TX","Good","4.9","4.7","19","23","Gasoline","52263"
"2020","Lexus","IS 350 Base","Used","42000","5","1","Dealer","TX","Great","5","5","20","28","Gasoline","19699"
"2020","Ford","Explorer ST","Used","49224","4.5","248","Dealer","TX","Great","4.7","4.3","18","24","Gasoline","14888"
"2021","Ford","Explorer Base","Used","35279","4.8","61","Dealer","TX","Good","4.9","4.8","21","28","Gasoline","15246"
"2019","Subaru","Ascent Touring 7-Passenger","Certified","42000","4.5","178","Dealer","OK","Good","4.7","4.5","20","26","Gasoline","17637"
"2019","Audi","Q7 55 Prestige","Used","55492","4.7","44","Dealer","TX","Good","4.8","4.6","19","25","Gasoline","21220"
"2019","RAM","1500 Laramie","Used","47827","4.7","474","Dealer","AR","Great","4.8","4.5","19","24","Gasoline","48411"
"2021","Ford","F-150 Limited","Used","83000","4.8","79","Dealer","IA","Fair","4.8","4.7","18","23","Hybrid","10309"
"2019","Acura","RDX A-Spec","Used","36785","4.3","217","Dealer","MN","Fair","4.6","4.2","21","26","Gasoline","73525"
"2021","Subaru","Forester Sport","Used","34998","4.9","109","Dealer","MN","Good","4.9","4.9","26","33","Gasoline","13106"
"2020","Hyundai","Palisade Limited","Used","40995","4.7","219","Dealer","TN","Good","4.8","4.6","19","26","Gasoline","62075"
"2021","Toyota","Highlander Platinum","Used","55998","4.9","93","Dealer","IL","Good","4.9","4.9","20","27","Gasoline","10747"
"2019","BMW","740 i xDrive","Used","53963","4.5","2","Dealer","IL","Fair","5","4.5","20","29","Gasoline","25990"
"2020","BMW","740 i xDrive","Used","63970","5","2","Dealer","IN","Fair","5","5","20","28","Gasoline","27971"
"2017","Ford","Explorer XLT","Used","23357","4.7","364","Dealer","TN","Great","4.8","4.7","17","24","E85 Flex Fuel","80460"
"2019","Buick","Encore Preferred","Certified","24977","4.7","182","Dealer","IN","Great","4.7","4.7","24","29","Gasoline","18880"
"2018","Toyota","RAV4 XLE","Used","28648","4.8","770","Dealer","OH","Good","4.8","4.9","23","30","Gasoline","24989"
"2020","Mercedes-Benz","GLE 350 Base 4MATIC","Used","53492","4.3","75","Dealer","GA","Fair","4.6","4.1","19","26","Gasoline","41858"
"2020","INFINITI","QX60 Pure","Used","36995","4.8","39","Dealer","TN","Great","4.9","4.9","20","27","Gasoline","20874"
"2017","INFINITI","QX80 Base","Used","32995","4.8","50","Dealer","GA","Great","5","4.8","14","20","Gasoline","87266"
"2018","Toyota","RAV4 XLE","Used","27132","4.8","770","Dealer","GA","Good","4.8","4.9","22","28","Gasoline","49790"
"2019","GMC","Acadia SLE-2","Used","30000","4.8","131","Dealer","MI","Good","4.8","4.9","21","26","Gasoline","22406"
"2017","Ford","Fusion SE","Used","19998","4.8","351","Dealer","OH","Good","4.8","4.8","21","32","Gasoline","45646"
"2018","Honda","Civic EX","Used","24471","4.8","546","Dealer","OH","Good","4.7","4.8","31","40","Gasoline","12150"
"2020","Mitsubishi","Outlander Sport SE","Used","21739","4.9","36","Dealer","SC","Good","5","5","23","29","Gasoline","47622"
"2019","Honda","CR-V EX-L","Used","30989","4.8","540","Dealer","SC","Good","4.8","4.8","28","34","Gasoline","34225"
"2020","Kia","Sorento LX","Used","24999","4.7","76","Dealer","OH","Great","4.8","4.7","19","26","Gasoline","47591"
"2021","RAM","1500 Laramie","Used","50998","4.8","92","Dealer","NC","Good","4.9","4.8","19","24","Gasoline","17675"
"2018","Lexus","LC 500 Base","Used","76490","4.9","30","Dealer","FL","Good","4.9","5","16","26","Gasoline","21317"
"2019","Cadillac","CTS 2.0L Turbo Luxury","Used","37920","4.9","16","Dealer","FL","Fair","4.9","4.9","22","30","Gasoline","11448"
"2019","Chevrolet","Tahoe LS","Used","43725","4.6","70","Dealer","NY","Good","4.7","4.7","15","21","Gasoline","25671"
"2019","Acura","MDX 3.5L w/Technology Package","Certified","38988","4.6","63","Dealer","SC","Fair","4.6","4.8","19","26","Gasoline","64710"
"2019","RAM","1500 Classic Warlock","Used","33916","4.7","143","Dealer","NY","Good","4.7","4.8","16","23","E85 Flex Fuel","16201"
"2017","Acura","TLX Technology Package","Used","24581","4.7","40","Dealer","VA","Great","4.9","4.8","24","35","Gasoline","38812"
"2019","Honda","CR-V EX-L","Used","31588","4.8","540","Dealer","MD","Good","4.8","4.8","27","33","Gasoline","25210"
"2019","Mercedes-Benz","C-Class C 300 4MATIC","Used","39999","4.8","40","Dealer","VA","Fair","4.8","4.7","22","33","Gasoline","17471"
"2021","Lexus","RX 350 Base","Used","46195","4.8","56","Dealer","VA","Great","4.8","4.8","20","27","Gasoline","12038"
"2018","Cadillac","XT5 Luxury","Used","33500","4.8","131","Dealer","MD","Good","4.8","4.8","18","25","Gasoline","47147"
"2021","INFINITI","QX50 Luxe","Used","42795","4.3","22","Dealer","FL","Good","4.5","4.3","23","29","Gasoline","13508"
"2020","Nissan","Murano SL","Certified","36295","4.9","76","Dealer","FL","Fair","4.9","4.8","20","28","Gasoline","23018"
"2019","Chevrolet","Silverado 1500 High Country","Used","46990","4.3","245","Dealer","FL","Good","4.4","4.2","17","23","Gasoline","44481"
"2020","Jeep","Grand Cherokee Limited","Used","37500","4.8","150","Dealer","VA","Great","4.9","4.8","18","25","Gasoline","14752"
"2021","Tesla","Model Y Long Range","Used","71995","4","15","Dealer","NJ","Great","4.1","3.8","131","117","Electric","19296"
"2019","Honda","CR-V EX","Used","31330","4.8","540","Dealer","NJ","Good","4.8","4.8","27","33","Gasoline","12540"
"2020","Hyundai","Elantra SE","Used","19868","4.8","134","Dealer","NJ","Great","4.8","4.8","30","40","Gasoline","17645"
"2017","Mercedes-Benz","AMG G 63 Base","Certified","115998","4.8","3","Dealer","NY","Fair","4.3","5","12","14","Gasoline","51015"
"2019","Mercedes-Benz","A-Class A 220 4MATIC","Used","33945","4.5","36","Dealer","NY","Good","4.6","4.3","24","34","Gasoline","16355"
"2019","Honda","CR-V EX-L","Used","30106","4.8","540","Dealer","NY","Good","4.8","4.8","27","33","Gasoline","36101"
"2019","BMW","330 i","Certified","43995","4.9","30","Dealer","HI","Fair","4.9","4.9","26","36","Gasoline","20238"
"2019","Subaru","Crosstrek 2.0i Premium","Used","30987","4.7","205","Dealer","MA","Good","4.7","4.8","27","33","Gasoline","11459"
"2018","Toyota","RAV4 LE","Certified","26752","4.8","770","Dealer","MA","Good","4.8","4.9","22","28","Gasoline","32388"
"2019","Honda","CR-V EX-L","Used","28888","4.8","540","Dealer","MA","Great","4.8","4.8","27","33","Gasoline","36920"
"2017","Audi","Q7 3.0T Premium Plus","Used","29987","4.7","72","Dealer","NH","Fair","4.9","4.6","19","25","Gasoline","89712"
"2021","Mercedes-Benz","GLB 250 Base 4MATIC","Used","48500","4.4","10","Dealer","NH","Good","4.5","4.2","23","30","Gasoline","8875"
"2019","INFINITI","QX60 Luxe","Used","32995","4.6","56","Dealer","CA","Good","4.8","4.6","20","27","Gasoline","36493"
"2021","Toyota","RAV4 LE","Certified","33288","4.8","102","Dealer","CA","Great","4.8","4.9","27","35","Gasoline","15555"
"2018","Hyundai","Kona Limited","Used","23995","4.7","204","Dealer","CA","Good","4.7","4.8","28","32","Gasoline","39498"
"2021","Acura","RDX A-Spec","Used","46497","4.8","42","Dealer","CA","Good","4.9","4.8","22","27","Gasoline","23331"
"2019","Mercedes-Benz","C-Class C 300 4MATIC","Used","35955","4.8","40","Dealer","CA","Good","4.8","4.7","22","33","Gasoline","23797"
"2020","Acura","MDX 3.5L w/Technology Package","Certified","43990","4.9","50","Dealer","CA","Good","4.9","4.9","19","26","Gasoline","35443"
"2018","Mercedes-Benz","C-Class C 300","Used","42997","4.8","66","Dealer","CA","Good","4.8","4.8","22","29","Gasoline","22530"
"2017","Kia","Soul Base","Used","18504","4.8","457","Dealer","AZ","Good","4.8","4.9","25","30","Gasoline","14918"
"2020","Ford","Edge SEL","Certified","32818","4.9","141","Dealer","AZ","Good","4.9","4.9","21","29","Gasoline","10737"
"2021","RAM","1500 Limited","Used","63250","4.8","92","Dealer","AZ","Good","4.9","4.8","15","21","Diesel","19560"
"2019","BMW","330 i xDrive","Used","36639","4.9","30","Dealer","UT","Good","4.9","4.9","25","34","Gasoline","37776"
"2021","Lexus","RX 350","Used","54995","4.8","56","Dealer","CO","Good","4.8","4.8","19","26","Gasoline","10592"
"2020","Cadillac","Escalade Luxury","Used","67640","5","9","Dealer","TX","Good","5","5","14","23","Gasoline","38515"
"2019","Honda","Accord Sport","Used","25998","4.7","223","Dealer","TX","Great","4.7","4.8","29","35","Gasoline","83729"
"2020","Volkswagen","Atlas Cross Sport 2.0T S","Used","32198","4.7","34","Dealer","TX","Great","4.8","4.6","21","24","Gasoline","12014"
"2021","Subaru","Crosstrek Sport","Certified","33986","4.8","78","Dealer","TX","Great","4.9","4.8","27","34","Gasoline","18900"
"2021","Kia","Sorento LX","Used","30424","4.8","52","Dealer","TX","Good","4.9","4.7","24","29","Gasoline","45581"
"2018","Porsche","Macan GTS","Used","54983","4.8","68","Dealer","TX","Fair","4.9","4.9","17","23","Gasoline","65250"
"2020","Jeep","Grand Cherokee Limited","Used","37677","4.8","150","Dealer","MN","Good","4.9","4.8","18","25","Gasoline","44501"
"2020","Honda","CR-V EX-L","Used","34599","4.8","269","Dealer","MN","Good","4.9","4.9","27","32","Gasoline","13599"
"2019","BMW","X3 xDrive30i","Used","41490","4.7","99","Dealer","MN","Good","4.7","4.6","22","29","Gasoline","20008"
