"Year","Make","Model","Used_Certified","Price","ConsumerRating","ConsumerReviews","SellerType","State","DealType","ComfortRating","ReliabilityRating","MinMPG","MaxMPG","FuelType","Mileage"
"2020","Mercedes-Benz","AMG GLC 43 Base 4MATIC","Used","61600","5","4","Dealer","FL","Good","5","5","18","24","Gasoline","16472"
"2021","RAM","1500 Big Horn","Used","41623","4.8","92","Dealer","FL","Great","4.9","4.8","19","24","Gasoline","12236"
"2019","INFINITI","QX80 Luxe","Used","46921","4.8","26","Dealer","SC","Great","4.8","4.8","14","20","Gasoline","36122"
"2021","RAM","1500 Big Horn","Certified","46500","4.8","92","Dealer","FL","Good","4.9","4.8","20","25","Diesel","10228"
"2020","INFINITI","QX60 Pure","Used","29249","4.8","39","Dealer","FL","Great","4.9","4.9","20","27","Gasoline","50011"
"2019","Lexus","RX 350","Used","45998","4.8","102","Dealer","SC","Good","4.8","4.8","20","28","Gasoline","14289"
"2018","Mercedes-Benz","C-Class C 300 4MATIC","Used","33000","4.8","66","Dealer","VA","Great","4.8","4.8","23","32","Gasoline","26802"
"2019","Volvo","XC60 T5 Momentum","Used","38881","4.9","82","Dealer","MD","Good","5","4.9","20","27","Gasoline","33955"
"2021","Honda","CR-V EX-L","Used","36000","4.9","109","Dealer","MD","Good","5","4.9","27","32","Gasoline","15028"
"2020","Tesla","Model 3 Performance","Used","60400","4.3","16","Dealer","MD","Good","4.6","4.4","118","107","Electric","46021"
"2020","BMW","X3 M40i","Used","49999","4.9","51","Dealer","FL","Good","5","4.9","21","27","Gasoline","32204"
"2019","Alfa","Romeo Stelvio Ti","Used","36977","4.6","25","Dealer","FL","Good","4.6","4.5","22","28","Gasoline","24601"
"2019","Audi","SQ5 Premium Plus","Used","48288","4.8","7","Dealer","FL","Good","4.6","4.9","19","24","Gasoline","36683"
"2019","Jeep","Grand Cherokee Limited","Used","30082","4.8","224","Dealer","FL","Great","4.9","4.8","19","26","Gasoline","34445"
"2021","Toyota","Tacoma","Used","38000","4.8","85","Dealer","FL","Good","4.8","4.9","19","24","Gasoline","18752"
"2018","Land","Rover Range Rover Velar P380 S","Used","49952","4","82","Dealer","FL","Great","4.2","3.4","18","24","Gasoline","27519"
"2021","Audi","Q7 55 Premium Plus","Used","63791","4.7","12","Dealer","FL","Good","4.9","4.3","18","23","Gasoline","10666"
"2019","Lexus","RX 350 350","Used","46588","4.8","102","Dealer","FL","Good","4.8","4.8","20","28","Gasoline","11518"
"2019","Cadillac","XT4 Premium Luxury","Certified","30291","4.2","107","Dealer","FL","Great","4.5","3.8","24","30","Gasoline","30840"
"2021","Porsche","Macan GTS","Used","86996","4.9","3","Dealer","PA","Great","4.7","5","17","22","Gasoline","7215"
"2019","Honda","Ridgeline RTL-E","Used","40000","4.8","165","Dealer","NJ","Great","4.9","4.9","18","25","Gasoline","17003"
"2020","BMW","X3 M40i","Used","52998","4.9","51","Dealer","NJ","Good","5","4.9","21","27","Gasoline","28266"
"2018","Dodge","Durango R/T","Used","41991","4.8","146","Dealer","NJ","Great","4.9","4.8","14","22","Gasoline","39841"
"2020","Lamborghini","Urus","Used","262500","4.7","1","Dealer","NY","NA","4","4","12","17","Gasoline","25428"
"2020","BMW","X3 M40i","Certified","53990","4.9","51","Dealer","CT","Good","5","4.9","21","27","Gasoline","22190"
"2019","BMW","330 i","Certified","44995","4.9","30","Dealer","HI","Fair","4.9","4.9","26","36","Gasoline","16389"
"2019","Audi","Q8 3.0T Premium","Used","60000","4.8","27","Dealer","MA","Good","4.9","4.9","17","22","Hybrid","34067"
"2020","Mercedes-Benz","GLE 350 4MATIC","Used","52627","4.3","75","Dealer","MA","Good","4.6","4.1","19","26","Gasoline","45244"
"2018","BMW","X3 xDrive30i","Used","34321","4.8","64","Dealer","MA","Fair","4.9","4.6","22","29","Gasoline","49033"
"2019","Subaru","Forester","Used","25975","4.7","279","Dealer","MA","Great","4.8","4.8","26","33","Gasoline","22502"
"2018","Audi","S4 3.0T Premium Plus","Used","41475","4.8","19","Dealer","MA","Good","4.8","4.8","21","30","Gasoline","31159"
"2020","Acura","MDX 3.5L","Used","38483","4.9","50","Dealer","CA","Good","4.9","4.9","20","27","Gasoline","20803"
"2020","Toyota","Supra 3.0","Used","59995","4.4","20","Dealer","CA","Good","4.3","4.7","24","31","Gasoline","11704"
"2020","Porsche","Macan S","Used","68880","4.5","23","Dealer","CA","Good","4.4","4.5","18","23","Gasoline","15834"
"2020","BMW","X5 sDrive40i","Used","56999","4.7","53","Dealer","CA","Good","4.8","4.7","21","26","Gasoline","31383"
"2019","BMW","330 i","Certified","34998","4.9","30","Dealer","CA","Fair","4.9","4.9","26","36","Gasoline","19099"
"2017","Honda","HR-V LX","Used","20888","4.6","200","Dealer","CA","Fair","4.6","4.8","28","34","Gasoline","75271"
"2019","BMW","X3 xDrive30i","Used","30697","4.7","99","Dealer","CA","Good","4.7","4.6","22","29","Gasoline","63190"
"2019","Land","Rover Discovery HSE","Used","56388","3.4","4","Dealer","CA","Good","4.2","2.8","16","21","Gasoline","21990"
"2020","Cadillac","XT5 Premium Luxury","Used","38900","4.8","23","Dealer","CA","Good","4.9","4.8","21","26","Gasoline","58211"
"2017","Maserati","Levante S","Used","46000","4.4","20","Dealer","AZ","Fair","4.6","4.3","14","19","Gasoline","49892"
"2020","Toyota","Corolla SE","Certified","21978","4.7","233","Dealer","AZ","Great","4.7","4.8","31","40","Gasoline","56098"
"2017","Chevrolet","Equinox Premier","Used","19991","4.7","280","Dealer","AZ","Great","4.8","4.8","21","31","Gasoline","66068"
"2020","Ford","F-150 Lariat","Used","52636","4.8","219","Dealer","TX","Great","4.9","4.8","18","23","Gasoline","40090"
"2021","Toyota","4Runner Nightshade","Used","54983","4.9","42","Dealer","TX","Great","5","4.9","16","19","Gasoline","16300"
"2017","Hyundai","Tucson SE","Used","14900","4.7","623","Dealer","TX","Good","4.8","4.8","23","30","Gasoline","122705"
"2019","Toyota","4Runner Limited","Used","45657","4.8","189","Dealer","TX","Good","4.8","4.9","17","20","Gasoline","44182"
"2021","Lexus","ES 350 Base","Used","43859","5","11","Dealer","TX","Good","5","5","22","32","Gasoline","11108"
"2018","Mercedes-Benz","GLE 350 Base","Certified","40999","4.7","51","Dealer","TX","Good","4.9","4.8","18","23","Gasoline","46965"
"2019","Hyundai","Santa Fe Ultimate 2.0T","Used","34950","4.8","204","Dealer","TX","Good","4.9","4.8","19","24","Gasoline","36819"
"2017","Nissan","Murano Platinum","Used","30479","4.8","206","Dealer","TX","Fair","4.9","4.8","21","28","Gasoline","38771"
"2020","Honda","Accord EX-L","Used","27995","4.8","151","Dealer","NE","Great","4.8","4.9","30","38","Gasoline","14369"
"2020","Volvo","XC60 T5 Momentum","Used","40998","4.9","39","Dealer","KS","Good","4.9","4.9","20","27","Gasoline","34283"
"2019","Lincoln","Navigator Reserve","Used","68991","4.8","10","Dealer","TX","Good","4.7","4.9","16","21","Gasoline","46028"
"2021","Dodge","Charger Scat Pack","Used","46300","4.9","21","Dealer","TX","NA","5","5","15","24","Gasoline","1893"
"2018","Toyota","RAV4 LE","Used","24500","4.8","770","Dealer","ND","Good","4.8","4.9","22","28","Gasoline","87607"
"2021","Land","Rover Range Rover Westminster","Used","115000","5","2","Dealer","TX","NA","5","5","18","23","Gasoline","19774"
"2019","Ford","Edge SE","Used","26000","4.7","193","Dealer","MN","Good","4.8","4.7","21","28","Gasoline","68176"
"2020","Jeep","Cherokee Limited","Used","30269","4.8","152","Dealer","MN","Great","4.8","4.8","19","27","Gasoline","46553"
"2017","BMW","X5 xDrive35i","Used","38480","4.7","77","Dealer","MN","Good","4.8","4.7","18","24","Gasoline","44624"
"2020","Subaru","Ascent Touring 7-Passenger","Used","43989","4.8","83","Dealer","MN","Fair","4.8","4.8","20","26","Gasoline","27103"
"2020","Chevrolet","Suburban LT","Certified","58540","4.8","14","Dealer","IL","Great","4.9","4.8","14","21","Gasoline","16556"
"2020","GMC","Yukon SLT","Used","64998","4.9","16","Dealer","IL","Fair","5","4.9","15","21","Gasoline","24000"
"2018","BMW","X5 sDrive35i","Used","38998","4.8","66","Dealer","LA","Fair","4.8","4.8","18","25","Gasoline","54742"
"2019","Honda","CR-V EX-L","Certified","33000","4.8","540","Dealer","TN","Good","4.8","4.8","28","34","Gasoline","33223"
"2017","Mercedes-Benz","GLS 450 Base 4MATIC","Used","42998","4.9","37","Dealer","IL","Good","5","4.8","19","22","Gasoline","54850"
"2020","Mercedes-Benz","E-Class E 350 4MATIC","Certified","53999","5","10","Dealer","IL","Great","5","5","23","32","Gasoline","3744"
"2018","Dodge","Durango GT","Used","32452","4.8","146","Dealer","IL","Good","4.9","4.8","18","25","Gasoline","52662"
"2018","Lexus","RX 350 350","Used","38995","4.8","90","Dealer","IL","Good","4.8","4.8","19","26","Gasoline","39580"
"2020","Volvo","XC40 T5 Momentum","Used","36397","4.9","49","Dealer","IL","Great","4.9","4.8","22","30","Gasoline","31264"
"2019","Audi","Q8 3.0T Premium","Used","70999","4.8","27","Dealer","IL","Fair","4.9","4.9","17","22","Hybrid","32836"
"2021","Toyota","Highlander Platinum","Used","50999","4.9","93","Dealer","IL","Good","4.9","4.9","20","27","Gasoline","12491"
"2021","Acura","RDX Advance Package","Certified","46856","4.8","42","Dealer","IN","Great","4.9","4.8","21","27","Gasoline","10076"
"2017","Honda","CR-V Touring","Certified","29980","4.8","803","Dealer","IN","Fair","4.8","4.8","27","33","Gasoline","62513"
"2019","Honda","Pilot EX-L","Used","31832","4.8","223","Dealer","OH","Good","4.9","4.8","18","26","Gasoline","84908"
"2020","Nissan","Murano Platinum","Used","38580","4.9","76","Dealer","OH","Good","4.9","4.8","20","28","Gasoline","27526"
"2020","Ford","Edge Titanium","Used","35490","4.9","141","Dealer","GA","Good","4.9","4.9","21","29","Gasoline","18610"
"2018","Jeep","Grand Cherokee Trailhawk","Used","37976","4.8","395","Dealer","OH","Good","4.9","4.7","18","25","Gasoline","57255"
"2021","GMC","Acadia Denali","Used","47995","4.9","39","Dealer","MI","Great","5","4.9","19","26","Gasoline","11727"
"2019","Land","Rover Range Rover Velar P250 SE R-Dynamic","Used","56900","3.5","15","Dealer","GA","Good","3.7","2.9","21","27","Gasoline","21369"
"2019","Jeep","Grand Cherokee Limited","Certified","33850","4.8","224","Dealer","MI","Great","4.9","4.8","18","25","Gasoline","38100"
"2017","Lexus","GS 350 F Sport","Used","39653","4.9","18","Dealer","OH","Fair","4.9","4.9","19","27","Gasoline","39050"
"2019","Jeep","Grand Cherokee Altitude","Used","36479","4.8","224","Dealer","MI","Good","4.9","4.8","18","25","Gasoline","19745"
"2019","Honda","Pilot EX-L","Used","34891","4.8","223","Dealer","OH","Good","4.9","4.8","18","26","Gasoline","71813"
"2018","Nissan","Frontier S","Used","22987","4.6","109","Dealer","GA","Good","4.6","4.8","17","22","Gasoline","25982"
"2021","GMC","Yukon XL Denali","Used","88990","4.9","3","Dealer","GA","Fair","5","5","14","19","Gasoline","17746"
"2021","GMC","Yukon XL Denali","Used","82990","4.9","3","Dealer","GA","Fair","5","5","14","20","Gasoline","32199"
"2017","Lincoln","Navigator L Select","Used","41900","5","3","Dealer","GA","Good","5","5","15","19","Gasoline","60122"
"2019","Lexus","RX 350 350","Used","48963","4.8","102","Dealer","SC","Good","4.8","4.8","19","26","Gasoline","17996"
"2019","Audi","Q5 2.0T Premium Plus","Used","38965","4.7","42","Dealer","NC","Good","4.8","4.7","22","27","Gasoline","50235"
"2021","Honda","Pilot EX-L","Used","41200","4.8","63","Dealer","NC","Good","4.9","4.8","20","27","Gasoline","33426"
"2021","RAM","1500 Big Horn","Used","43191","4.8","92","Dealer","FL","Good","4.9","4.8","20","25","Gasoline","11695"
"2019","BMW","X5 xDrive40i","Certified","54778","4.7","55","Dealer","NC","Fair","5","4.6","20","26","Gasoline","35073"
"2018","BMW","X1 xDrive28i","Used","31590","4.8","79","Dealer","VA","Good","4.7","4.8","22","31","Gasoline","19137"
"2019","Mercedes-Benz","AMG GLE 43 4MATIC Coupe","Certified","69900","5","10","Dealer","MD","Good","5","5","17","22","Gasoline","34096"
"2019","BMW","X5 xDrive40i","Used","51495","4.7","55","Dealer","MD","Fair","5","4.6","20","26","Gasoline","41452"
"2019","Volkswagen","Jetta 1.4T S","Used","15999","4.5","258","Dealer","MD","Great","4.5","4.4","30","40","Gasoline","48300"
"2021","Toyota","Tundra","Used","49490","4.9","32","Dealer","PA","Good","4.9","4.9","13","17","Gasoline","8425"
"2021","Audi","Q5 Premium","Used","42613","4.6","16","Dealer","FL","Good","4.6","4.7","23","28","Hybrid","14639"
"2019","Jeep","Cherokee Limited","Used","24750","4.6","568","Dealer","FL","Good","4.8","4.6","22","31","Gasoline","32771"
"2020","Land","Rover Range Rover Velar S","Used","52500","4.3","13","Dealer","FL","Great","4.2","4.2","21","27","Gasoline","37738"
"2020","Kia","Sportage LX","Used","22891","4.8","174","Dealer","FL","Good","4.8","4.9","23","30","Gasoline","46562"
"2019","BMW","X3 sDrive30i","Used","17450","4.7","99","Dealer","FL","NA","4.7","4.6","23","30","Gasoline","59518"
"2021","Audi","Q7 45 Premium","Used","57078","4.7","12","Dealer","FL","Good","4.9","4.3","19","23","Gasoline","11554"
"2019","Volvo","S60 T6 Momentum","Certified","33899","4.9","27","Dealer","PA","Great","4.9","5","21","32","Gasoline","37507"
"2018","Audi","S5 3.0T Prestige","Used","38999","4.7","42","Dealer","NJ","Fair","4.8","4.8","21","30","Gasoline","68543"
"2018","Acura","RDX Technology Package","Used","31595","4.8","94","Dealer","NJ","Good","4.8","4.9","19","27","Gasoline","44502"
"2020","Nissan","Rogue S","Used","21995","4.8","133","Dealer","NJ","Great","4.9","4.8","25","32","Gasoline","18447"
"2018","Ford","Edge Titanium","Certified","28507","4.8","232","Dealer","NY","Great","4.9","4.8","20","27","Gasoline","42594"
"2020","BMW","X5 M50i","Used","66450","4.7","53","Dealer","NY","Good","4.8","4.7","16","22","Gasoline","25578"
"2019","Volvo","XC40 T5 R-Design","Used","37615","4.8","103","Dealer","NY","Good","4.9","4.7","23","31","Gasoline","34450"
"2020","GMC","Sierra 1500 Elevation","Certified","39999","4.8","66","Dealer","VT","Great","4.9","4.7","19","22","Gasoline","38047"
"2021","Honda","Passport EX-L","Used","38788","4.8","19","Dealer","RI","Good","4.9","4.8","19","24","Gasoline","17862"
"2018","BMW","X3 M40i","Used","45991","4.8","64","Dealer","MA","Good","4.9","4.6","20","27","Gasoline","19772"
"2019","BMW","330 i xDrive","Certified","38698","4.9","30","Dealer","MA","Good","4.9","4.9","25","34","Gasoline","32770"
"2018","BMW","X1 xDrive28i","Certified","30698","4.8","79","Dealer","MA","Fair","4.7","4.8","22","31","Gasoline","47479"
"2019","Subaru","Ascent Premium 8-Passenger","Used","31500","4.5","178","Dealer","NH","Great","4.7","4.5","21","27","Gasoline","31766"
"2019","Toyota","Mirai Base","Certified","23989","2.5","3","Dealer","CA","Great","3.7","2","66","66","Electric","12321"
"2019","Ford","F-150 XLT","Used","36800","4.8","425","Dealer","CA","Fair","4.9","4.7","19","25","E85 Flex Fuel","24903"
"2019","Porsche","Macan S","Used","65500","4.9","12","Dealer","CA","Good","5","4.8","18","23","Gasoline","15743"
"2020","Kia","Sorento LX","Used","24450","4.7","76","Dealer","CA","Great","4.8","4.7","18","24","Gasoline","60744"
"2020","Mercedes-Benz","C-Class C 300","Used","37792","4.5","13","Dealer","NV","Good","4.8","4.1","24","35","Gasoline","31652"
"2021","Audi","Q8 55 Premium","Used","72386","5","3","Dealer","NV","Great","5","5","18","23","Gasoline","13751"
"2020","Toyota","RAV4 LE","Used","30365","4.7","166","Dealer","NV","Great","4.8","4.8","27","35","Gasoline","17797"
"2017","Toyota","Prius Four","Used","28860","4.7","134","Dealer","CA","Fair","4.7","4.9","54","50","Hybrid","48840"
"2019","Mercedes-Benz","C-Class C 300 4MATIC","Used","36392","4.8","40","Dealer","CA","Good","4.8","4.7","22","33","Gasoline","13738"
"2021","Tesla","Model Y Long Range","Used","78500","4","15","Dealer","CA","Good","4.1","3.8","131","117","Electric","34042"
"2019","Toyota","Mirai Base","Certified","20992","2.5","3","Dealer","CA","Great","3.7","2","66","66","Electric","19697"
"2017","Toyota","RAV4 Limited","Used","27932","4.8","591","Dealer","NV","Great","4.8","4.9","22","29","Gasoline","45991"
"2020","Tesla","Model X Long Range","Used","94981","4.2","5","Dealer","AZ","Good","4.2","4.4","99","93","Electric","36199"
"2020","Acura","MDX 3.5L w/Technology Package","Used","42998","4.9","50","Dealer","CA","Good","4.9","4.9","19","26","Gasoline","31604"
"2019","Lexus","RX 350 350","Used","44592","4.8","102","Dealer","AZ","Good","4.8","4.8","20","28","Gasoline","34508"
"2019","Land","Rover Range Rover Velar P250 S","Used","48945","3.5","15","Dealer","AZ","Great","3.7","2.9","21","27","Gasoline","32660"
"2019","Lexus","RX 350 RX 350","Used","43739","4.8","102","Dealer","CO","Good","4.8","4.8","19","26","Gasoline","19124"
"2021","Mitsubishi","Outlander Sport 2.0 ES","Used","26225","4.9","13","Dealer","SD","Good","4.8","5","23","29","Gasoline","18182"
"2018","Volvo","XC60 T6 Momentum","Used","40962","4.8","117","Dealer","TX","Fair","4.9","4.8","21","27","Gasoline","40750"
"2019","Volvo","XC60 T6 Momentum","Used","42964","4.9","82","Dealer","TX","Good","5","4.9","19","27","Gasoline","33741"
"2021","Acura","RDX A-Spec","Certified","45217","4.8","42","Dealer","TX","Good","4.9","4.8","22","27","Gasoline","15490"
"2019","Subaru","Ascent Limited 8-Passenger","Used","37000","4.5","178","Dealer","TX","Great","4.7","4.5","20","26","Gasoline","39785"
"2020","Acura","TLX FWD","Used","33798","4.9","32","Dealer","TX","Good","4.9","4.9","23","33","Gasoline","21385"
"2017","Mercedes-Benz","AMG G 63 Base","Certified","127999","4.8","3","Dealer","TX","Fair","4.3","5","12","14","Gasoline","30230"
"2019","Ford","Edge Titanium","Used","34980","4.7","193","Dealer","TX","Good","4.8","4.7","22","29","Gasoline","13232"
"2019","Chevrolet","Trax LS","Used","19985","4.3","151","Dealer","TX","Good","4.4","4.4","26","31","Gasoline","34881"
"2020","Lexus","GX 460 Base","Used","57998","4.9","22","Dealer","TX","Good","5","5","15","19","Gasoline","35879"
"2018","Lexus","GX 460 Base","Used","41880","4.6","36","Dealer","TX","Good","4.8","4.9","15","18","Gasoline","46213"
"2019","Jaguar","F-PACE 30t Prestige","Used","40880","4.7","21","Dealer","TX","Great","4.8","4.6","22","27","Gasoline","32391"
"2019","Audi","A7 3.0T Prestige","Used","51900","4.8","7","Dealer","TX","Fair","5","4.7","22","29","Gasoline","63460"
"2018","Subaru","Outback 2.5i Premium","Used","21300","4.7","445","Dealer","NE","NA","4.8","4.8","25","32","Gasoline","45322"
"2021","Mazda","CX-5 Grand Touring","Used","30995","4.8","84","Dealer","TX","Good","4.8","4.8","25","31","Gasoline","47697"
"2018","Lexus","RX 350L L","Used","43998","4.6","31","Dealer","TX","Fair","4.7","4.6","19","26","Gasoline","29594"
"2017","Nissan","Rogue SL","Used","25825","4.7","547","Dealer","MO","Good","4.7","4.7","26","33","Gasoline","24368"
"2021","Toyota","RAV4 XLE","Used","33000","4.8","102","Dealer","MN","Great","4.8","4.9","27","33","Gasoline","48705"
"2017","Toyota","RAV4 Limited","Used","32998","4.8","591","Dealer","MN","NA","4.8","4.9","22","29","Gasoline","10898"
"2019","Chevrolet","Trax LS","Used","22000","4.3","151","Dealer","MO","Good","4.4","4.4","26","31","Gasoline","17592"
"2019","Honda","CR-V EX-L","Used","31500","4.8","540","Dealer","MS","Good","4.8","4.8","28","34","Gasoline","35203"
"2021","Audi","Q5 45 Premium","Used","48991","4.6","16","Dealer","IL","Good","4.6","4.7","23","28","Gasoline","18064"
"2021","Mercedes-Benz","GLS 580 Base 4MATIC","Certified","122999","4.9","1","Dealer","IL","NA","5","5","16","21","Gasoline","7359"
"2019","Mazda","CX-5 Grand Touring","Used","31330","4.8","230","Dealer","IL","Good","4.8","4.8","24","30","Gasoline","16198"
"2020","Jaguar","E-PACE SE","Used","46529","4.9","1","Dealer","IL","Fair","5","5","21","28","Gasoline","14991"
"2020","RAM","1500 Laramie","Used","50890","4.8","201","Dealer","IL","Good","4.9","4.7","19","24","Gasoline","30873"
"2020","BMW","X5 sDrive40i","Used","47998","4.7","53","Dealer","AL","Good","4.8","4.7","21","26","Gasoline","52481"
"2017","Chevrolet","Camaro 2SS","Used","48308","4.8","264","Dealer","IN","Fair","4.6","4.8","16","25","Gasoline","7532"
"2019","INFINITI","QX60 Luxe","Used","34489","4.6","56","Dealer","FL","Great","4.8","4.6","20","27","Gasoline","33766"
"2020","Nissan","Murano SV","Certified","30517","4.9","76","Dealer","KY","Good","4.9","4.8","20","28","Gasoline","30602"
"2019","Tesla","Model 3 Long Range","Used","56731","4.9","33","Dealer","OH","Great","4.9","5","120","112","Electric","30935"
"2019","Audi","Q8 3.0T Premium","Used","64297","4.8","27","Dealer","GA","Good","4.9","4.9","17","22","Gasoline","36918"
"2019","Cadillac","XT4 Sport","Certified","36153","4.2","107","Dealer","MI","Good","4.5","3.8","24","30","Gasoline","38405"
"2020","Land","Rover Defender 110 HSE","Used","77900","4.1","6","Dealer","GA","Good","4.3","3.7","17","22","Gasoline","17506"
"2021","BMW","X4 xDrive30i","Used","56995","5","2","Dealer","GA","Good","5","5","23","29","Gasoline","22282"
"2018","Lexus","RX 350","Used","43027","4.8","90","Dealer","GA","Good","4.8","4.8","20","27","Gasoline","32503"
"2018","Acura","RDX Technology Package","Certified","34987","4.8","94","Dealer","GA","Fair","4.8","4.9","20","28","Gasoline","37263"
"2020","Lincoln","Corsair Reserve","Used","38988","4.6","51","Dealer","MI","Good","4.7","4.4","21","29","Gasoline","31550"
"2021","Toyota","RAV4 LE","Certified","33045","4.8","102","Dealer","OH","Good","4.8","4.9","27","34","Gasoline","11545"
"2021","Kia","Telluride SX","Used","49640","4.9","91","Dealer","OH","Good","5","4.9","20","26","Gasoline","38434"
"2019","Honda","Accord Sport","Used","27439","4.7","223","Dealer","TN","Great","4.7","4.8","29","35","Gasoline","45840"
"2020","Nissan","Frontier PRO-4X","Certified","36492","4.6","31","Dealer","SC","Great","4.7","4.5","17","23","Gasoline","15599"
"2021","Toyota","4Runner Limited","Used","52700","4.9","42","Dealer","NC","Good","5","4.9","16","19","Gasoline","24429"
"2019","Cadillac","XT5 Premium Luxury","Certified","37855","4.6","94","Dealer","FL","Great","4.8","4.5","19","26","Gasoline","34273"
"2018","Honda","Civic LX","Used","16000","4.8","546","Dealer","FL","Good","4.7","4.8","31","40","Gasoline","80747"
"2020","Volvo","XC90 T6 Momentum 7 Passenger","Used","43419","4.7","35","Dealer","NC","Good","4.9","4.7","18","26","Gasoline","48957"
"2021","Tesla","Model Y Long Range","Used","72994","4","15","Dealer","FL","Good","4.1","3.8","131","117","Electric","18928"
"2021","Hyundai","Palisade Limited","Used","44922","4.9","91","Dealer","FL","Good","4.9","4.8","19","26","Gasoline","18521"
"2021","BMW","330 i","Certified","44471","4.9","11","Dealer","FL","Good","4.8","4.7","26","36","Gasoline","16554"
"2019","Honda","Passport EX-L","Used","35708","4.7","102","Dealer","FL","Good","4.8","4.8","20","25","Gasoline","22755"
"2019","Ford","F-150 Raptor","Used","70000","4.8","425","Private","VA","Fair","4.9","4.7","15","18","Gasoline","45000"
"2018","Mercedes-Benz","E-Class E 300","Used","33888","4.8","64","Dealer","VA","Great","4.9","4.8","21","29","Gasoline","37965"
"2020","Kia","Sorento LX","Certified","25899","4.7","76","Dealer","FL","Great","4.8","4.7","22","29","Gasoline","4960"
"2018","BMW","X5 xDrive35i","Used","40900","4.8","66","Dealer","MD","Good","4.8","4.8","18","24","Gasoline","39515"
"2020","Toyota","Highlander Hybrid Platinum","Used","51995","4.6","25","Dealer","MD","Fair","4.8","4.8","35","34","Hybrid","15419"
"2020","Jeep","Gladiator Rubicon","Used","52800","4.6","150","Dealer","MD","Good","4.7","4.6","16","23","Gasoline","17510"
"2019","Cadillac","XT5 Luxury","Certified","38499","4.6","94","Dealer","FL","Fair","4.8","4.5","19","26","Gasoline","22896"
"2020","BMW","X3 M40i","Used","51995","4.9","51","Dealer","FL","Fair","5","4.9","21","27","Gasoline","21810"
"2020","Jaguar","F-PACE 25t Prestige","Used","49975","4.8","20","Dealer","FL","Great","4.8","4.8","22","27","Gasoline","25971"
"2019","Honda","HR-V Sport","Used","14999","4.6","165","Dealer","PA","NA","4.6","4.7","26","31","Gasoline","84856"
"2018","Land","Rover Range Rover HSE","Used","69995","3.8","10","Dealer","NJ","Good","4","3.1","17","23","Gasoline","46820"
"2019","Mercedes-Benz","AMG GLE 43 Coupe 4MATIC","Used","57595","5","10","Dealer","NJ","Great","5","5","17","22","Gasoline","41678"
"2021","Hyundai","Palisade Limited","Used","48777","4.9","91","Dealer","NY","Great","4.9","4.8","19","24","Gasoline","15893"
"2021","BMW","X3 xDrive30i","Used","46593","4.7","29","Dealer","CT","Good","4.8","4.6","23","29","Gasoline","15883"
"2020","Nissan","Rogue Sport S","Used","24999","4.7","67","Dealer","CT","Good","4.7","4.8","24","30","Gasoline","16659"
"2021","BMW","X3 xDrive30i","Used","46802","4.7","29","Dealer","NH","Good","4.8","4.6","23","29","Gasoline","15468"
"2019","Ford","Explorer XLT","Used","24999","4.8","110","Dealer","CA","Great","4.8","4.8","17","24","Gasoline","45294"
"2019","Land","Rover Range Rover Velar P250 S","Used","46489","3.5","15","Dealer","CA","Great","3.7","2.9","21","27","Gasoline","45433"
"2019","Ford","F-150 XLT","Used","41701","4.8","425","Dealer","CA","Great","4.9","4.7","18","23","Gasoline","45414"
"2018","Toyota","RAV4 Hybrid Limited","Used","34995","4.8","115","Dealer","NV","Good","4.8","4.9","34","30","Hybrid","30776"
"2020","Tesla","Model Y Long Range","Used","69898","3.7","10","Dealer","CA","Good","3.9","4","127","114","Electric","17338"
"2017","Acura","MDX 3.5L w/Technology Package","Used","33501","4.6","133","Dealer","CA","Fair","4.7","4.7","18","26","Gasoline","48579"
"2018","BMW","328d xDrive","Certified","40998","4.8","9","Dealer","CA","Fair","4.9","4.6","30","40","Diesel","32698"
"2020","Mazda","CX-9 Signature","Used","41748","4.8","32","Dealer","ID","Good","4.8","4.9","20","26","Gasoline","54292"
"2021","Lexus","ES 350 F Sport","Used","50895","5","11","Dealer","CO","Fair","5","5","22","31","Gasoline","21193"
"2020","Tesla","Model Y Long Range","Used","70950","3.7","10","Dealer","WA","Good","3.9","4","127","114","Electric","11670"
"2018","Kia","Forte S","Used","17991","4.8","249","Dealer","WA","Great","4.8","4.8","25","37","Gasoline","19635"
"2019","INFINITI","QX80 Luxe","Used","56000","4.8","26","Dealer","OK","Good","4.8","4.8","13","19","Gasoline","47871"
"2019","GMC","Terrain SLT","Used","28977","4.5","118","Dealer","TX","Good","4.7","4.4","26","30","Gasoline","33405"
"2017","Toyota","RAV4 Hybrid Limited","Used","32656","4.7","117","Dealer","TX","Good","4.6","4.8","34","30","Hybrid","48269"
"2019","BMW","330 i","Certified","37995","4.9","30","Dealer","TX","Good","4.9","4.9","26","36","Gasoline","31425"
"2020","Jaguar","E-PACE SE","Used","49998","4.9","1","Dealer","TX","Fair","5","5","21","28","Gasoline","21699"
"2020","Mercedes-Benz","GLC 300 Base","Certified","40998","4.8","35","Dealer","TX","Great","4.9","4.7","22","29","Gasoline","36615"
"2020","Dodge","Durango GT","Used","33694","4.9","46","Dealer","TX","Good","5","4.8","18","25","Gasoline","61792"
"2019","Dodge","Charger SXT","Used","19999","4.9","107","Dealer","TX","Great","4.8","4.9","19","0","Gasoline","49183"
